date,country,related,last,previous,unit
Feb 2024,Afghanistan,Consumer Price Index CPI,131.1,129.6,points
Feb 2024,Afghanistan,Core Inflation Rate,-4.4,-4.8,percent
Feb 2024,Afghanistan,CPI Housing Utilities,102.7,102.1,points
Feb 2024,Afghanistan,CPI Transportation,132.3,133.6,points
Feb 2024,Afghanistan,Food Inflation,-14.4,-15.1,percent
Feb 2024,Afghanistan,Inflation Rate,-9.7,-10.2,percent
Feb 2024,Afghanistan,Inflation Rate MoM,1.2,-0.8,percent
Mar 2024,Ghana,Consumer Price Index CPI,209.54,207.79,points
Mar 2024,Ghana,CPI Housing Utilities,244.1,243.2,points
Mar 2024,Ghana,CPI Transportation,197.3,195.22,points
Mar 2024,Ghana,Inflation Rate YoY,25.8,23.2,percent
Mar 2024,Ghana,Inflation Rate MoM,0.85,1.58,percent
Mar 2024,Germany,Baden Wuerttemberg CPI YoY,2.3,2.7,percent
Mar 2024,Germany,Bavaria CPI MoM,2.3,2.6,percent
Mar 2024,Germany,Brandenburg CPI YoY,2.8,3.5,percent
Mar 2024,Germany,Energy Inflation,-2.7,-2.37,percent
Mar 2024,Germany,Food Inflation,0.15,1.62,percent
Mar 2024,Germany,Hesse CPI YoY,1.6,2.1,percent
Mar 2024,Germany,North Rhine Westphalia CPI YoY,2.3,2.6,percent
Mar 2024,Germany,Saxony CPI YoY,2.5,3.0,percent
Mar 2024,Germany,Services Inflation,3.68,3.43,percent
Mar 2024,Germany,CPI,118.6,118.1,points
Mar 2024,Germany,Core Consumer Prices,114.3,113.5,points
Mar 2024,Germany,Core Inflation Rate,3.3,3.37,percent
Mar 2024,Germany,CPI Housing Utilities,115.3,115.3,points
Mar 2024,Germany,CPI Transportation,125.1,123.7,points
Feb 2024,Germany,Export Prices,113.8,113.6,points
Feb 2024,Germany,Import Prices,111.5,111.7,points
Mar 2024,Germany,Inflation Rate YoY,2.2,2.5,percent
Mar 2024,Germany,Inflation Rate MoM,0.4,0.4,percent
Mar 2024,Germany,PPI MoM,0.2,-0.4,percent
Mar 2024,Germany,Producer Prices,127.3,127.1,points
Mar 2024,Germany,PPI YoY,-2.9,-4.1,percent
Mar 2024,Germany,Wholesale Prices,131.2,130.9,points
Mar 2024,Georgia,Consumer Price Index CPI,178.2,178.1,points
Mar 2024,Georgia,Core Inflation Rate,2.4,2.6,percent
Mar 2024,Georgia,CPI Housing Utilities,99.81,99.48,points
Mar 2024,Georgia,CPI Transportation,100.8,98.96,points
Mar 2024,Georgia,Export Prices,103.1,102.5,points
Mar 2024,Georgia,Food Inflation,-3.4,-3.5,percent
Dec 2023,Georgia,GDP Deflator,102.5,103.2,points
Mar 2024,Georgia,Harmonised Inflation Rate MoM,0.3,0.1,percent
Mar 2024,Georgia,Harmonised Inflation Rate YoY,0.4,0.0,percent
Mar 2024,Georgia,Import Prices,100.1,100.1,points
Mar 2024,Georgia,Inflation Rate YoY,0.5,0.3,percent
Mar 2024,Georgia,Inflation Rate MoM,0.01,-0.04,percent
Mar 2024,Georgia,Producer Prices,231.4,228.6,points
Mar 2024,Georgia,PPI YoY,4.0,2.0,percent
Mar 2024,Gambia,Consumer Price Index CPI,155.24,154.34,points
Mar 2024,Gambia,CPI Housing Utilities,146.45,146.31,points
Mar 2024,Gambia,CPI Transportation,137.76,136.78,points
Mar 2024,Gambia,Food Inflation,19.74,21.65,percent
Mar 2024,Gambia,Inflation Rate,14.94,16.66,percent
Mar 2024,Gambia,Inflation Rate MoM,0.59,1.26,percent
Dec 2023,Gabon,Consumer Price Index CPI,112.5,112.3,points
Dec 2023,Gabon,CPI Transportation,112.4,112.1,points
Dec 2023,Gabon,Inflation Rate,2.25,2.3,percent
Mar 2024,France,Energy Inflation,3.4,4.3,percent
Mar 2024,France,Food Inflation,1.7,3.6,percent
Mar 2024,France,Services Inflation,3.0,3.2,percent
Mar 2024,France,Consumer Price Index CPI,119.47,119.21,points
Mar 2024,France,Core Consumer Prices,115.39,115.57,points
Mar 2024,France,Core Inflation Rate,2.2,2.6,percent
Mar 2024,France,CPI Housing Utilities,131.11,131.45,points
Mar 2024,France,CPI Transportation,126.79,126.91,points
Mar 2024,France,Harmonised Consumer Prices,122.7,122.3,points
Mar 2024,France,Inflation Rate YoY,2.3,3.0,percent
Mar 2024,France,Inflation Rate MoM,0.2,0.9,percent
Feb 2024,France,PPI MoM,-1.7,-1.0,percent
Feb 2024,France,Producer Prices,128.0,130.2,points
Feb 2024,France,PPI YoY,-5.5,-4.9,percent
Mar 2024,Finland,CPI,122.36,122.5,points
Mar 2024,Finland,CPI Housing Utilities,132.56,133.86,points
Mar 2024,Finland,CPI Transportation,119.0,117.9,points
Mar 2024,Finland,Export Prices,114.2,113.9,points
Mar 2024,Finland,Food Inflation,-1.65,-0.47,percent
Dec 2023,Finland,GDP Deflator,120.25,121.15,points
Mar 2024,Finland,Harmonised Consumer Prices,119.6,119.8,points
Mar 2024,Finland,Import Prices,116.9,116.7,points
Mar 2024,Finland,Inflation Rate YoY,2.2,3.0,percent
Mar 2024,Finland,Inflation Rate MoM,-0.1,0.5,percent
Mar 2024,Finland,Producer Prices,116.9,117.0,points
Mar 2024,Finland,PPI YoY,-4.5,-5.1,percent
Feb 2024,Finland,Wholesale Prices,2961.0,2968.0,points
Mar 2024,Fiji,Consumer Price Index CPI,124.6,124.0,points
Mar 2024,Fiji,CPI Housing Utilities,102.3,102.2,points
Mar 2024,Fiji,CPI Transportation,122.6,122.4,points
Mar 2024,Fiji,Food Inflation,7.3,6.8,percent
Mar 2024,Fiji,Inflation Rate YoY,4.6,4.6,percent
Mar 2024,Fiji,Inflation Rate MoM,0.5,1.3,percent
Sep 2023,Fiji,Producer Prices,122.2,121.5,points
Sep 2023,Fiji,Producer Prices Change,3.5,3.8,percent
Mar 2024,Faroe Islands,Consumer Price Index CPI,143.0,142.3,points
Mar 2024,Faroe Islands,Food Inflation,4.0,5.8,percent
Mar 2024,Faroe Islands,Inflation Rate YoY,2.6,2.8,percent
Mar 2024,Faroe Islands,Inflation Rate MoM,0.5,1.0,percent
Mar 2024,European Union,Consumer Price Index CPI,129.33,128.48,points
Mar 2024,European Union,Core Consumer Prices,121.05,119.87,points
Mar 2024,European Union,Core Inflation Rate,3.3,3.52,percent
Mar 2024,European Union,CPI Housing Utilities,136.45,136.58,points
Mar 2024,European Union,CPI Transportation,128.9,127.98,points
Mar 2024,European Union,Food Inflation,1.5,3.0,percent
Dec 2023,European Union,GDP Deflator,124.71,122.81,points
Mar 2024,European Union,Inflation Rate,2.6,2.8,percent
Mar 2024,European Union,Inflation Rate MoM,0.7,0.6,percent
Feb 2024,European Union,Producer Prices,126.6,127.8,points
Feb 2024,European Union,Producer Prices Change,-8.1,-7.9,percent
Mar 2024,Euro Area,Energy Inflation,-1.8,-3.7,percent
Mar 2024,Euro Area,Services Inflation,4.0,4.0,percent
Mar 2024,Euro Area,CPI,125.31,124.37,points
Mar 2024,Euro Area,Core Consumer Prices,118.12,116.83,points
Mar 2024,Euro Area,Core Inflation Rate YoY,2.9,3.1,percent
Mar 2024,Euro Area,CPI Housing Utilities,131.49,131.71,points
Mar 2024,Euro Area,CPI Transportation,127.59,126.64,points
Mar 2024,Euro Area,Energy Prices,150.4,150.8,points
Mar 2024,Euro Area,Food Inflation,2.0,3.3,percent
Dec 2023,Euro Area,GDP Deflator,123.74,122.04,points
Jan 2024,Euro Area,Import Prices,110.5,110.6,points
Mar 2024,Euro Area,Consumer Inflation Expectations,3.0,3.1,percent
Mar 2024,Euro Area,Inflation Rate YoY,2.4,2.6,percent
Mar 2024,Euro Area,Inflation Rate MoM,0.8,0.6,percent
Feb 2024,Euro Area,Producer Prices,125.2,126.5,points
Feb 2024,Euro Area,PPI YoY,-8.3,-8.0,percent
Mar 2024,Ethiopia,Food Inflation,29.0,31.6,percent
Mar 2024,Ethiopia,Inflation Rate YoY,26.2,28.2,percent
Mar 2024,Ethiopia,Inflation Rate MoM,4.0,1.0,percent
Mar 2024,Estonia,Food Inflation,1.1,3.0,percent
Mar 2024,Estonia,CPI,296.96,295.81,points
Mar 2024,Estonia,CPI Housing Utilities,603.55,606.13,points
Mar 2024,Estonia,CPI Transportation,248.93,246.42,points
Mar 2024,Estonia,Export Prices,433.77,432.23,points
Dec 2023,Estonia,GDP Deflator,154.83,150.88,points
Mar 2024,Estonia,Import Prices,190.68,191.46,points
Mar 2024,Estonia,Inflation Rate YoY,3.9,4.2,percent
Mar 2024,Estonia,Inflation Rate MoM,0.4,0.0,percent
Mar 2024,Estonia,Producer Prices,154.52,155.15,points
Mar 2024,Estonia,PPI YoY,-3.9,-3.9,percent
Dec 2022,Eritrea,Inflation Rate,7.5,4.5,percent
Dec 2022,Equatorial Guinea,Inflation Rate,5.0,-1.3,percent
Mar 2024,El Salvador,Core Consumer Prices,117.5,117.3,points
Mar 2024,El Salvador,Core Inflation Rate,0.6,0.6,percent
Mar 2024,El Salvador,CPI Housing Utilities,145.12,144.27,points
Mar 2024,El Salvador,CPI Transportation,114.99,116.87,points
Mar 2024,El Salvador,Food Inflation,2.21,2.15,percent
Mar 2024,El Salvador,Inflation Rate YoY,0.77,0.8,percent
Mar 2024,El Salvador,Inflation Rate MoM,0.06,0.19,percent
Mar 2024,Egypt,Consumer Price Index CPI,217.0,214.9,points
Mar 2024,Egypt,Core Consumer Prices,219.3,216.2,points
Mar 2024,Egypt,Core Inflation Rate YoY,33.7,35.1,percent
Mar 2024,Egypt,CPI Housing Utilities,136.4,135.9,points
Mar 2024,Egypt,CPI Transportation,178.7,177.7,points
Mar 2024,Egypt,Food Inflation,45.0,50.9,percent
Mar 2024,Egypt,Inflation Rate YoY,33.3,35.7,percent
Mar 2024,Egypt,Inflation Rate MoM,1.0,11.4,percent
Mar 2024,Ecuador,Consumer Price Index CPI,112.28,111.96,points
Mar 2024,Ecuador,CPI Housing Utilities,120.04,120.01,points
Mar 2024,Ecuador,CPI Transportation,119.43,118.57,points
Mar 2024,Ecuador,Food Inflation,4.53,5.16,percent
Mar 2024,Ecuador,Inflation Rate YoY,1.66,1.43,percent
Mar 2024,Ecuador,Inflation Rate MoM,0.29,0.09,percent
Mar 2024,Ecuador,Producer Prices,114.43,113.1,points
Mar 2024,Ecuador,Producer Prices Change,2.72,1.41,percent
Mar 2024,East Timor,Consumer Price Index CPI,124.1,124.4,points
Mar 2024,East Timor,CPI Housing Utilities,101.7,101.7,points
Mar 2024,East Timor,CPI Transportation,111.0,111.1,points
Mar 2024,East Timor,Food Inflation,5.4,7.4,percent
Mar 2024,East Timor,Inflation Rate YoY,2.7,3.9,percent
Mar 2024,East Timor,Inflation Rate MoM,-0.2,0.2,percent
Mar 2024,Dominican Republic,Consumer Price Index CPI,127.47,127.09,points
Mar 2024,Dominican Republic,Core Consumer Prices,123.69,123.23,points
Mar 2024,Dominican Republic,Core Inflation Rate,4.04,3.95,percent
Mar 2024,Dominican Republic,CPI Housing Utilities,121.54,121.45,points
Mar 2024,Dominican Republic,CPI Transportation,133.63,133.03,points
Mar 2024,Dominican Republic,Food Inflation,5.42,5.6,percent
Dec 2023,Dominican Republic,GDP Deflator,238.4,230.3,points
Mar 2024,Dominican Republic,Inflation Rate YoY,3.38,3.3,percent
Mar 2024,Dominican Republic,Inflation Rate MoM,0.3,0.09,percent
Jan 2024,Djibouti,Consumer Price Index CPI,104.4,103.2,points
Jan 2024,Djibouti,CPI Housing Utilities,103.0,103.1,points
Jan 2024,Djibouti,CPI Transportation,100.3,100.4,points
Jan 2024,Djibouti,Food Inflation,6.6,5.9,percent
Jan 2024,Djibouti,Inflation Rate,4.2,3.8,percent
Mar 2024,Denmark,Food Inflation,-0.8,-0.6,percent
Mar 2024,Denmark,Rent Inflation,2.0,2.0,percent
Mar 2024,Denmark,Services Inflation,3.5,3.6,percent
Mar 2024,Denmark,CPI,118.4,118.4,points
Mar 2024,Denmark,Core Consumer Prices,116.7,116.7,points
Mar 2024,Denmark,Core Inflation Rate,1.7,1.74,percent
Mar 2024,Denmark,CPI Transportation,119.3,119.5,points
Feb 2024,Denmark,Export Prices,132.4,134.6,points
Dec 2023,Denmark,GDP Deflator,118.82,119.22,points
Mar 2024,Denmark,Harmonised Consumer Prices,118.7,118.7,points
Feb 2024,Denmark,Import Prices,117.9,116.4,points
Mar 2024,Denmark,Inflation Rate YoY,0.9,0.8,percent
Mar 2024,Denmark,Inflation Rate MoM,0.0,0.5,percent
Mar 2024,Denmark,Producer Prices,146.6,147.9,points
Mar 2024,Denmark,Producer Prices Change,1.5,1.3,percent
Mar 2024,Czech Republic,CPI,150.4,150.2,points
Mar 2024,Czech Republic,CPI Housing Utilities,167.8,168.1,points
Mar 2024,Czech Republic,CPI Transportation,137.2,134.6,points
Feb 2024,Czech Republic,Export Prices,119.5,117.0,points
Mar 2024,Czech Republic,Food Inflation,-5.9,-4.8,percent
Dec 2023,Czech Republic,GDP Deflator,141.1,139.5,points
Mar 2024,Czech Republic,Harmonised Consumer Prices,150.9,150.6,points
Feb 2024,Czech Republic,Import Prices,113.1,111.6,points
Mar 2024,Czech Republic,Inflation Rate YoY,2.0,2.0,percent
Mar 2024,Czech Republic,Inflation Rate MoM,0.1,0.3,percent
Mar 2024,Czech Republic,Producer Prices,146.4,146.5,points
Mar 2024,Czech Republic,PPI YoY,0.0,-0.9,percent
Mar 2024,Cyprus,Consumer Price Index CPI,115.41,114.93,points
Mar 2024,Cyprus,CPI Housing Utilities,141.23,142.57,points
Mar 2024,Cyprus,CPI Transportation,113.4,111.57,points
Mar 2024,Cyprus,Food Inflation,1.7,1.93,percent
Dec 2023,Cyprus,GDP Deflator,117.03,116.76,points
Mar 2024,Cyprus,Harmonised Consumer Prices,114.46,113.6,points
Mar 2024,Cyprus,Harmonised Inflation Rate MoM,0.8,0.8,percent
Mar 2024,Cyprus,Harmonised Inflation Rate YoY,1.6,2.1,percent
Mar 2024,Cyprus,Inflation Rate YoY,1.21,1.82,percent
Mar 2024,Cyprus,Inflation Rate MoM,0.4,0.9,percent
Feb 2024,Cyprus,Producer Prices,122.6,122.5,points
Dec 2022,Cuba,GDP Deflator,1212.4,1062.1,points
Dec 2023,Cuba,Inflation Rate,31.34,31.78,percent
Dec 2023,Cuba,Inflation Rate MoM,3.39,2.29,percent
Mar 2024,Croatia,PPI YoY,-1.9,-1.7,percent
Mar 2024,Croatia,CPI,128.2,127.1,points
Mar 2024,Croatia,Core Consumer Prices,129.3,128.0,points
Mar 2024,Croatia,Core Inflation Rate,4.6,4.8,percent
Mar 2024,Croatia,CPI Housing Utilities,118.9,118.7,points
Mar 2024,Croatia,CPI Transportation,125.0,124.0,points
Mar 2024,Croatia,Food Inflation,4.5,5.71,percent
Mar 2024,Croatia,Harmonised Consumer Prices,129.74,128.57,points
Mar 2024,Croatia,Inflation Rate YoY,4.1,4.1,percent
Mar 2024,Croatia,Inflation Rate MoM,0.9,0.2,percent
Mar 2024,Croatia,Producer Prices,123.2,123.1,points
Mar 2024,Costa Rica,CPI Housing Utilities,107.9,107.57,points
Mar 2024,Costa Rica,CPI Transportation,109.62,111.25,points
Mar 2024,Costa Rica,Food Inflation,-2.77,-3.73,percent
Mar 2024,Costa Rica,Inflation Rate YoY,-1.19,-1.13,percent
Mar 2024,Costa Rica,Inflation Rate MoM,-0.28,-0.11,percent
Dec 2023,Congo,Consumer Price Index CPI,262.47,256.14,points
Dec 2023,Congo,CPI Housing Utilities,216.77,213.62,points
Dec 2023,Congo,CPI Transportation,276.38,264.59,Index Points
Dec 2023,Congo,Inflation Rate,46.8,45.8,percent
Dec 2023,Congo,Inflation Rate MoM,2.5,3.4,percent
Dec 2023,Comoros,Inflation Rate,-2.0,-1.4,percent
Mar 2024,Colombia,Consumer Price Index CPI,141.48,140.49,points
Mar 2024,Colombia,CPI Housing Utilities,131.13,130.04,points
Mar 2024,Colombia,CPI Transportation,148.45,146.77,points
Mar 2024,Colombia,Export Prices,152.13,151.69,points
Mar 2024,Colombia,Food Inflation,1.73,1.89,percent
Mar 2024,Colombia,Import Prices,155.04,155.88,points
Mar 2024,Colombia,Inflation Rate YoY,7.36,7.74,percent
Mar 2024,Colombia,Inflation Rate MoM,0.7,1.09,percent
Mar 2024,Colombia,Producer Prices,176.98,176.77,points
Mar 2024,Colombia,PPI YoY,-4.39,-5.38,percent
Mar 2024,China,Rent Inflation,0.0,0.0,percent
Mar 2024,China,Consumer Price Index CPI,103.1,104.2,points
Mar 2024,China,Core Consumer Prices,100.6,101.2,points
Mar 2024,China,Core Inflation Rate,0.6,1.2,percent
Mar 2024,China,Core Inflation Rate MoM,-0.6,0.5,percent
Mar 2024,China,Food Inflation,-2.7,-0.9,percent
Dec 2022,China,GDP Deflator,736.7,723.77,points
Mar 2024,China,Inflation Rate YoY,0.1,0.7,percent
Mar 2024,China,Inflation Rate MoM,-1.0,1.0,percent
Mar 2024,China,Producer Price Inflation MoM,-0.1,-0.2,percent
Mar 2024,China,Producer Prices,107.5,107.6,points
Mar 2024,China,PPI YoY,-2.8,-2.7,percent
Mar 2024,Zimbabwe,Consumer Price Index CPI,133.39,127.17,points
Mar 2024,Zimbabwe,CPI Housing Utilities,140.25,133.72,points
Mar 2024,Zimbabwe,CPI Transportation,123.76,120.88,points
Mar 2024,Zimbabwe,Food Inflation,100.7,84.4,percent
Mar 2024,Zimbabwe,Inflation Rate YoY,55.3,47.6,percent
Mar 2024,Zimbabwe,Inflation Rate MoM,4.9,5.4,percent
Mar 2024,Zambia,CPI Housing Utilities,423.2,421.99,points
Mar 2024,Zambia,CPI Transportation,604.36,634.5,points
Apr 2024,Zambia,Inflation Rate YoY,13.8,13.7,percent
Apr 2024,Zambia,Inflation Rate MoM,1.0,1.2,percent
Mar 2024,Vietnam,Consumer Price Index CPI,115.06,115.33,points
Mar 2024,Vietnam,Core Inflation Rate,2.76,2.96,percent
Mar 2024,Vietnam,Core Inflation Rate MoM,0.03,0.49,percent
Mar 2024,Vietnam,CPI Transportation,112.45,112.49,points
Dec 2023,Vietnam,Export Prices,95.6,110.5,points
Mar 2024,Vietnam,Food Inflation,4.05,4.23,percent
Dec 2022,Vietnam,GDP Deflator,171.54,165.17,points
Dec 2023,Vietnam,Import Prices,91.1,107.8,points
Mar 2024,Vietnam,Inflation Rate YoY,3.97,3.98,percent
Mar 2024,Vietnam,Inflation Rate MoM,-0.23,1.04,percent
Mar 2024,Vietnam,Producer Price Inflation MoM,-0.64,0.98,percent
Mar 2024,Vietnam,Producer Prices,99.44,99.47,points
Mar 2024,Venezuela,Consumer Price Index CPI,25986417.38,25684975.43,million points
Mar 2024,Venezuela,CPI Transportation,27283925614.64,26949912607.57,thousand points
Mar 2024,Venezuela,Food Inflation,58.6,61.3,percent
Mar 2024,Venezuela,Inflation Rate,67.8,75.9,percent
Mar 2024,Venezuela,Inflation Rate MoM,1.2,1.2,percent
Dec 2023,Vanuatu,Consumer Price Index CPI,205.6,209.0,points
Dec 2023,Vanuatu,Inflation Rate,7.0,12.1,percent
Dec 2023,Vanuatu,Inflation Rate MoM,-1.6,3.0,percent
Mar 2024,Uzbekistan,Core Inflation Rate,7.0,8.0,percent
Mar 2024,Uzbekistan,Food Inflation,7.8,8.7,percent
Mar 2024,Uzbekistan,Inflation Rate,7.98,8.35,percent
Mar 2024,Uzbekistan,Inflation Rate MoM,0.67,0.3,percent
Mar 2024,Uruguay,Consumer Price Index CPI,106.85,106.83,points
Mar 2024,Uruguay,CPI Housing Utilities,108.9,108.39,points
Mar 2024,Uruguay,CPI Transportation,100.23,100.14,points
Mar 2024,Uruguay,Inflation Rate YoY,3.8,4.71,percent
Mar 2024,Uruguay,Inflation Rate MoM,0.02,0.64,percent
Mar 2024,Uruguay,Producer Prices,273.57,269.21,points
Mar 2024,Uruguay,Producer Prices Change,-4.07,-2.62,percent
Mar 2024,United States,Core Inflation Rate YoY,3.8,3.8,percent
Mar 2024,United States,Energy Inflation,2.12,-1.9,Percent
Mar 2024,United States,Food Inflation,2.2,2.2,percent
Mar 2024,United States,Rent Inflation,5.66,5.74,percent
Mar 2024,United States,Services Inflation,5.27,4.95,Percent
Mar 2024,United States,CPI,312.33,310.33,points
Mar 2024,United States,Core Consumer Prices,316.7,315.57,points
Mar 2024,United States,CPI Median,4.55,4.58,percent
Mar 2024,United States,CPI s.a,312.23,311.05,points
Mar 2024,United States,CPI Trimmed-Mean,3.61,3.51,percent
Mar 2024,United States,Export Prices,149.0,148.6,points
Mar 2024,United States,Import Prices,140.4,139.8,points
Mar 2024,United States,Consumer Inflation Expectations,3.0,3.0,percent
Mar 2024,United States,Inflation Rate YoY,3.5,3.2,percent
Mar 2024,United States,Inflation Rate MoM,0.4,0.4,percent
Mar 2024,United States,PCE Price Index,122.77,122.37,points
Mar 2024,United States,PPI YoY,2.1,1.6,percent
Mar 2024,United Kingdom,Energy Inflation,-12.7,-13.8,percent
Mar 2024,United Kingdom,Food Inflation,4.0,5.0,percent
Mar 2024,United Kingdom,Rent Inflation,7.2,6.9,percent
Mar 2024,United Kingdom,Services Inflation,6.0,6.1,percent
Mar 2024,United Kingdom,Consumer Price Index CPI,133.0,132.26,points
Mar 2024,United Kingdom,Core Consumer Prices,128.7,127.92,points
Mar 2024,United Kingdom,Core Inflation Rate YoY,4.2,4.5,percent
Mar 2024,United Kingdom,Core Producer Prices,135.2,134.8,points
Mar 2024,United Kingdom,CPI Housing Utilities,140.5,140.18,points
Mar 2024,United Kingdom,CPI Transportation,132.8,131.93,points
Dec 2023,United Kingdom,GDP Deflator,119.51,119.34,points
Feb 2024,United Kingdom,Harmonised Consumer Prices,132.26,131.48,points
Mar 2024,United Kingdom,Inflation Rate YoY,3.2,3.4,percent
Mar 2024,United Kingdom,Inflation Rate MoM,0.6,0.6,percent
Mar 2024,United Kingdom,PPI Output MoM,0.2,0.3,percent
Mar 2024,United Kingdom,Producer Prices,137.0,136.7,points
Mar 2024,United Kingdom,PPI Output YoY,0.6,0.4,percent
Mar 2024,United Kingdom,Retail Price Index YoY,4.3,4.5,percent
Dec 2023,United Arab Emirates,Consumer Price Index CPI,107.57,107.01,points
Dec 2023,United Arab Emirates,CPI Housing Utilities,104.24,103.39,points
Dec 2023,United Arab Emirates,CPI Transportation,117.5,118.36,points
Feb 2024,United Arab Emirates,Food Inflation,3.08,3.7,percent
Feb 2024,United Arab Emirates,Inflation Rate YoY,3.36,3.6,percent
Jun 2023,United Arab Emirates,Inflation Rate MoM,0.44,0.12,percent
Mar 2024,Ukraine,Food Inflation,0.2,2.6,percent
Mar 2024,Ukraine,Consumer Price Index CPI,442.2,440.1,points
Mar 2024,Ukraine,Core Consumer Prices,104.2,104.5,points
Mar 2024,Ukraine,Core Inflation Rate,4.2,4.5,percent
Mar 2024,Ukraine,CPI Transportation,101.7,98.8,points
Feb 2024,Ukraine,Export Prices,88.6,86.5,points
Feb 2024,Ukraine,Import Prices,99.8,103.1,points
Mar 2024,Ukraine,Inflation Rate YoY,3.2,4.3,percent
Mar 2024,Ukraine,Inflation Rate MoM,0.5,0.3,percent
Mar 2024,Uganda,Consumer Price Index CPI,131.0,130.4,points
Mar 2024,Uganda,Core Consumer Prices,130.38,129.87,points
Mar 2024,Uganda,Core Inflation Rate,3.4,3.4,percent
Mar 2024,Uganda,CPI Housing Utilities,123.66,123.73,points
Mar 2024,Uganda,CPI Transportation,152.26,151.37,points
Mar 2024,Uganda,Food Inflation,-0.5,0.5,percent
Mar 2024,Uganda,Inflation Rate YoY,3.3,3.4,percent
Mar 2024,Uganda,Inflation Rate MoM,0.5,0.5,percent
Mar 2023,Uganda,Producer Prices,234.0,233.8,points
Dec 2023,Turkmenistan,Inflation Rate,5.9,11.48,percent
Mar 2024,Turkey,CPI,2139.47,2073.88,points
Mar 2024,Turkey,Core Consumer Prices,1679.9,1622.71,points
