date,country,related,last,previous,unit
Mar 2024,Turkey,Core Inflation Rate,75.21,72.89,percent
Mar 2024,Turkey,CPI Housing Utilities,1992.11,1926.26,points
Mar 2024,Turkey,CPI Transportation,2412.34,2371.38,points
Jan 2024,Turkey,Export Prices,111.86,109.89,points
Mar 2024,Turkey,Food Inflation,70.41,71.12,percent
Dec 2023,Turkey,GDP Deflator,240.4,237.4,points
Jan 2024,Turkey,Import Prices,129.94,129.66,points
Mar 2024,Turkey,Inflation Rate YoY,68.5,67.07,percent
Mar 2024,Turkey,Inflation Rate MoM,3.16,4.53,percent
Mar 2024,Turkey,Producer Prices,3252.79,3149.03,points
Mar 2024,Turkey,PPI YoY,51.47,47.29,percent
Mar 2024,Tunisia,Rent Inflation,5.2,5.3,percent
Mar 2024,Tunisia,Consumer Price Index CPI,173.3,172.1,points
Mar 2024,Tunisia,CPI Housing Utilities,154.2,153.1,points
Mar 2024,Tunisia,CPI Transportation,161.7,161.6,points
Jul 2023,Tunisia,Export Prices,178.0,176.5,points
Mar 2024,Tunisia,Food Inflation,10.2,10.2,percent
Jul 2023,Tunisia,Import Prices,184.0,176.9,points
Mar 2024,Tunisia,Inflation Rate YoY,7.5,7.5,percent
Mar 2024,Tunisia,Inflation Rate MoM,0.7,0.2,percent
Feb 2024,Trinidad and Tobago,Consumer Price Index CPI,124.1,124.0,points
Feb 2024,Trinidad and Tobago,CPI Transportation,126.8,126.8,points
Feb 2024,Trinidad and Tobago,Food Inflation,0.07,-1.93,percent
Feb 2024,Trinidad and Tobago,Inflation Rate,0.8,0.3,percent
Feb 2024,Trinidad and Tobago,Inflation Rate MoM,0.1,-0.1,Percent
Dec 2023,Trinidad and Tobago,Producer Prices,651.4,651.5,points
Mar 2024,Togo,CPI Housing Utilities,118.0,117.1,points
Mar 2024,Togo,CPI Transportation,114.1,114.1,points
Mar 2024,Togo,Food Inflation,2.5,4.4,percent
Mar 2024,Togo,Inflation Rate,2.7,3.5,percent
Mar 2024,Thailand,Core Inflation Rate YoY,0.37,0.43,percent
Mar 2024,Thailand,CPI Transportation,110.92,110.44,points
Mar 2024,Thailand,Food Inflation,-0.57,-0.97,percent
Mar 2024,Thailand,Inflation Rate YoY,-0.47,-0.77,percent
Mar 2024,Thailand,Inflation Rate MoM,0.03,0.22,percent
Mar 2024,Thailand,Producer Prices,112.4,111.6,points
Mar 2024,Thailand,Producer Prices Change,2.09,1.18,percent
Mar 2024,Tanzania,Consumer Price Index CPI,115.51,114.65,points
Mar 2024,Tanzania,Core Consumer Prices,112.95,112.46,points
Mar 2024,Tanzania,Core Inflation Rate,3.9,3.7,percent
Mar 2024,Tanzania,CPI Housing Utilities,113.7,113.44,points
Mar 2024,Tanzania,CPI Transportation,116.84,115.04,points
Sep 2023,Tanzania,Export Prices,104.7,101.7,points
Mar 2024,Tanzania,Food Inflation,1.4,1.8,percent
Sep 2023,Tanzania,Import Prices,100.7,99.1,points
Mar 2024,Tanzania,Inflation Rate YoY,3.0,3.0,percent
Mar 2024,Tanzania,Inflation Rate MoM,0.8,0.5,percent
Mar 2024,Tajikistan,Food Inflation,1.8,2.5,percent
Mar 2024,Tajikistan,Inflation Rate,3.6,3.6,percent
Mar 2024,Tajikistan,Inflation Rate MoM,0.8,0.3,percent
Feb 2024,Tajikistan,Producer Prices Change,0.2,0.29,percent
Mar 2024,Taiwan,Consumer Price Index CPI,106.55,107.26,points
Mar 2024,Taiwan,Core Inflation Rate,2.22,2.9,percent
Mar 2024,Taiwan,CPI Housing Utilities,105.38,105.31,points
Mar 2024,Taiwan,CPI Transportation,104.83,104.84,points
Mar 2024,Taiwan,Food Inflation,3.82,4.49,percent
Mar 2024,Taiwan,Inflation Rate YoY,2.14,3.08,percent
Mar 2024,Taiwan,Inflation Rate MoM,0.26,0.15,percent
Mar 2024,Taiwan,Producer Prices Change,0.34,0.32,percent
Dec 2023,Syria,Inflation Rate,139.6,144.6,percent
Mar 2024,Switzerland,Food Inflation,-0.4,0.8,percent
Mar 2024,Switzerland,CPI,107.1,107.06,points
Mar 2024,Switzerland,Core Consumer Prices,104.85,104.76,points
Mar 2024,Switzerland,Core Inflation Rate,1.0,1.1,percent
Mar 2024,Switzerland,CPI Housing Utilities,112.37,112.39,points
Mar 2024,Switzerland,CPI Transportation,113.98,113.2,points
Mar 2024,Switzerland,Export Prices,100.6,100.4,points
Mar 2024,Switzerland,Inflation Rate YoY,1.0,1.2,percent
Mar 2024,Switzerland,Inflation Rate MoM,0.0,0.6,percent
Mar 2024,Switzerland,Producer Prices,106.91,106.83,points
Mar 2024,Switzerland,Producer & Import Prices YoY,-2.1,-2.0,percent
Mar 2024,Sweden,CPI,414.26,413.76,points
Mar 2024,Sweden,Core Consumer Prices,260.53,260.29,points
Mar 2024,Sweden,CPIF YoY,2.2,2.5,percent
Mar 2024,Sweden,CPI Housing Utilities,580.59,577.95,points
Mar 2024,Sweden,CPI Transportation,555.29,551.2,points
Mar 2024,Sweden,Export Prices,135.5,135.0,points
Mar 2024,Sweden,Food Inflation,-0.71,1.17,percent
Mar 2024,Sweden,Harmonised Consumer Prices,128.48,128.31,points
Mar 2024,Sweden,Import Prices,139.2,138.9,points
Mar 2024,Sweden,Inflation Rate YoY,4.1,4.5,percent
Mar 2024,Sweden,Inflation Rate MoM,0.1,0.2,percent
Mar 2024,Sweden,Producer Prices,133.6,132.8,points
Mar 2024,Sweden,PPI YoY,-0.6,-1.3,percent
Feb 2024,Swaziland,Consumer Price Index CPI,116.6,116.4,points
Feb 2024,Swaziland,CPI Transportation,1.1,1.3,percent
Feb 2024,Swaziland,Food Inflation,4.4,5.6,percent
Feb 2024,Swaziland,Inflation Rate,4.3,4.5,percent
Mar 2024,Suriname,Consumer Price Index CPI,802.7,768.7,points
Mar 2024,Suriname,Food Inflation,19.8,24.6,percent
Mar 2024,Suriname,Inflation Rate,26.8,25.4,percent
Mar 2024,Suriname,Inflation Rate MoM,4.4,0.4,percent
Feb 2023,Sudan,Consumer Price Index CPI,68887.67,67700.87,points
Feb 2023,Sudan,Inflation Rate,63.3,83.6,percent
Feb 2023,Sudan,Inflation Rate MoM,1.75,0.03,percent
Mar 2024,Sri Lanka,Consumer Price Index CPI,196.7,200.6,points
Mar 2024,Sri Lanka,Core Consumer Prices,194.5,194.6,points
Mar 2024,Sri Lanka,Core Inflation Rate,3.1,2.8,percent
Mar 2024,Sri Lanka,CPI Housing Utilities,150.5,158.7,points
Mar 2024,Sri Lanka,CPI Transportation,239.5,239.5,points
Feb 2024,Sri Lanka,Export Prices,246.95,197.79,points
Mar 2024,Sri Lanka,Food Inflation,3.8,3.5,percent
Dec 2022,Sri Lanka,GDP Deflator,200.93,134.27,points
Feb 2024,Sri Lanka,Import Prices,230.57,226.76,points
Mar 2024,Sri Lanka,Inflation Rate YoY,0.9,5.9,percent
Mar 2024,Sri Lanka,Inflation Rate MoM,-1.94,0.0,percent
Feb 2024,Sri Lanka,Producer Prices,247.3,245.9,points
Feb 2024,Sri Lanka,PPI YoY,-2.1,-3.0,percent
Mar 2024,Spain,CPI,114.67,113.81,points
Mar 2024,Spain,Core Consumer Prices,113.87,113.21,points
Mar 2024,Spain,Core Inflation Rate YoY Prel,3.3,3.5,percent
Mar 2024,Spain,CPI Housing Utilities,105.75,103.43,points
Mar 2024,Spain,CPI Transportation,113.63,113.06,points
Mar 2024,Spain,Food Inflation,4.3,5.34,percent
Mar 2024,Spain,Harmonised Consumer Prices,122.93,121.29,points
Mar 2024,Spain,Inflation Rate YoY Prel,3.2,2.8,percent
Mar 2024,Spain,Inflation Rate MoM Prel,0.8,0.3,percent
Mar 2024,Spain,Producer Prices,120.3,123.0,points
Mar 2024,Spain,PPI YoY,-8.2,-8.5,percent
Mar 2024,South Sudan,Consumer Price Index CPI,19668.14,15252.03,points
Dec 2023,South Sudan,Core Consumer Prices,39292.91,43098.41,points
Mar 2024,South Sudan,CPI Housing Utilities,1023487.26,756479.88,points
Mar 2024,South Sudan,CPI Transportation,1426312.94,1158936.4,points
Mar 2024,South Sudan,Food Inflation,186.0,116.6,percent
Mar 2024,South Sudan,Inflation Rate,22.5,-7.4,percent
Mar 2024,South Sudan,Inflation Rate MoM,29.0,3.1,percent
Mar 2024,South Korea,CPI,113.94,113.77,points
Mar 2024,South Korea,Core Consumer Prices,111.98,111.95,points
Mar 2024,South Korea,Core Inflation Rate,2.42,2.57,percent
Mar 2024,South Korea,CPI Housing Utilities,114.0,114.12,points
Mar 2024,South Korea,CPI Transportation,114.0,113.64,points
Mar 2024,South Korea,Food Inflation,6.66,6.95,percent
Mar 2024,South Korea,Inflation Rate YoY,3.1,3.1,percent
Mar 2024,South Korea,Inflation Rate MoM,0.1,0.5,percent
Mar 2024,South Africa,Consumer Price Index CPI,114.8,113.9,points
Mar 2024,South Africa,Core Consumer Prices,112.0,111.2,points
Mar 2024,South Africa,Core Inflation Rate YoY,4.9,5.0,percent
Mar 2024,South Africa,Core Inflation Rate MoM,0.7,1.2,percent
Mar 2024,South Africa,CPI Housing Utilities,110.7,110.1,points
Mar 2024,South Africa,CPI Transportation,118.9,116.6,points
Mar 2024,South Africa,Food Inflation,5.1,6.1,percent
Mar 2024,South Africa,Inflation Rate YoY,5.3,5.6,percent
Mar 2024,South Africa,Inflation Rate MoM,0.8,1.0,percent
Mar 2024,South Africa,PPI MoM,1.1,0.5,percent
Mar 2024,South Africa,Producer Prices,101.7,100.6,points
Mar 2024,South Africa,PPI YoY,4.6,4.5,percent
Mar 2024,Somalia,Consumer Price Index CPI,145.34,142.14,points
Mar 2024,Somalia,CPI Housing Utilities,140.03,140.0,points
Mar 2024,Somalia,CPI Transportation,120.03,119.73,points
Mar 2024,Somalia,Food Inflation,-2.04,-1.08,percent
Mar 2024,Somalia,Inflation Rate YoY,5.86,5.65,percent
Mar 2024,Somalia,Inflation Rate MoM,2.25,-0.1,percent
Jan 2024,Solomon Islands,Consumer Price Index CPI,125.1,123.5,Index
Jan 2024,Solomon Islands,Core Inflation Rate,3.8,3.5,percent
Jan 2024,Solomon Islands,CPI Housing Utilities,142.1,141.2,points
Jan 2024,Solomon Islands,CPI Transportation,119.3,119.8,points
Jan 2024,Solomon Islands,Food Inflation,4.8,3.6,percent
Jan 2024,Solomon Islands,Inflation Rate,3.9,3.5,percent
Jan 2024,Solomon Islands,Inflation Rate MoM,1.3,0.5,percent
Mar 2024,Slovenia,CPI,125.95,125.72,points
Mar 2024,Slovenia,Core Consumer Prices,125.17,125.14,points
Mar 2024,Slovenia,Core Inflation Rate,3.65,3.78,percent
Mar 2024,Slovenia,CPI Housing Utilities,141.48,141.33,points
Mar 2024,Slovenia,CPI Transportation,113.98,112.89,points
Mar 2024,Slovenia,Food Inflation,0.94,2.0,percent
Dec 2023,Slovenia,GDP Deflator,108.9,106.5,points
Mar 2024,Slovenia,Harmonised Consumer Prices,127.04,126.34,points
Mar 2024,Slovenia,Inflation Rate YoY,3.6,3.4,percent
Mar 2024,Slovenia,Inflation Rate MoM,0.2,0.8,percent
Dec 2023,Slovenia,Producer Prices,146.07,146.63,points
Mar 2024,Slovenia,PPI YoY,-3.3,-3.5,percent
Mar 2024,Slovakia,CPI,231.9,231.6,points
Mar 2024,Slovakia,Core Consumer Prices,168.5,168.4,points
Mar 2024,Slovakia,Core Inflation Rate YoY,2.7,3.7,percent
Mar 2024,Slovakia,CPI Housing Utilities,327.6,325.9,points
Mar 2024,Slovakia,CPI Transportation,165.3,165.3,points
Jan 2024,Slovakia,Export Prices,100.2,99.9,points
Mar 2024,Slovakia,Food Inflation,0.6,3.1,percent
Dec 2023,Slovakia,GDP Deflator,132.15,131.57,points
Mar 2024,Slovakia,Harmonised Consumer Prices,142.0,141.82,points
Jan 2024,Slovakia,Import Prices,98.0,99.3,points
Mar 2024,Slovakia,Inflation Rate YoY,2.3,3.39,percent
Mar 2024,Slovakia,Inflation Rate MoM,0.1,0.5,percent
Feb 2024,Slovakia,Producer Prices,114.5,117.0,points
Feb 2024,Slovakia,Producer Prices Change,-15.8,-3.3,percent
Mar 2024,Singapore,CPI,115.66,115.77,points
Mar 2024,Singapore,Core Consumer Prices,116.03,116.23,points
Mar 2024,Singapore,Core Inflation Rate YoY,3.1,3.6,percent
Mar 2024,Singapore,CPI Housing Utilities,114.56,114.31,points
Mar 2024,Singapore,CPI Transportation,132.98,133.14,points
Feb 2024,Singapore,Export Prices,99.42,97.3,points
Mar 2024,Singapore,Food Inflation,3.0,3.8,percent
Dec 2023,Singapore,GDP Deflator,128.47,126.48,points
Feb 2024,Singapore,Import Prices,97.32,97.49,points
Mar 2024,Singapore,Inflation Rate YoY,2.7,3.4,percent
Mar 2024,Singapore,Inflation Rate MoM,-0.1,1.0,percent
Feb 2024,Singapore,Producer Prices,98.9,98.98,points
Feb 2024,Singapore,PPI YoY,-2.8,-2.7,percent
Mar 2024,Sierra Leone,Consumer Price Index CPI,217.92,211.37,points
Mar 2024,Sierra Leone,CPI Housing Utilities,203.86,182.05,points
Mar 2024,Sierra Leone,CPI Transportation,218.96,217.88,points
Mar 2024,Sierra Leone,Food Inflation,42.1,44.71,percent
Mar 2024,Sierra Leone,Inflation Rate,41.65,42.59,percent
Mar 2024,Sierra Leone,Inflation Rate MoM,3.1,1.77,percent
Mar 2024,Seychelles,Consumer Price Index CPI,126.9,126.95,points
Mar 2024,Seychelles,Core Consumer Prices,127.18,127.33,points
Mar 2024,Seychelles,Core Inflation Rate,-0.89,-0.88,percent
Mar 2024,Seychelles,CPI Housing Utilities,144.29,144.18,points
Mar 2024,Seychelles,CPI Transportation,142.36,143.06,points
Dec 2023,Seychelles,Export Prices,116.05,115.15,points
Mar 2024,Seychelles,Food Inflation,-1.79,-1.84,percent
Dec 2023,Seychelles,Import Prices,101.78,102.36,points
Mar 2024,Seychelles,Inflation Rate YoY,-0.17,-0.25,percent
Mar 2024,Seychelles,Inflation Rate MoM,-0.04,0.78,percent
Feb 2024,Seychelles,Producer Prices,109.2,108.3,points
Feb 2024,Seychelles,Producer Prices Change,0.5,-1.3,percent
Mar 2024,Serbia,CPI,271.8,271.1,points
Mar 2024,Serbia,CPI Housing Utilities,315.4,315.1,points
Mar 2024,Serbia,CPI Transportation,215.3,214.8,points
Mar 2024,Serbia,Food Inflation,2.9,4.7,percent
Mar 2024,Serbia,Inflation Rate YoY,5.0,5.6,percent
Mar 2024,Serbia,Inflation Rate MoM,0.3,0.6,percent
Mar 2024,Serbia,PPI YoY,2.1,0.7,percent
Mar 2024,Senegal,Rent Inflation,-0.7,-1.0,percent
Mar 2024,Senegal,Consumer Price Index CPI,128.4,128.1,points
Mar 2024,Senegal,CPI Housing Utilities,109.3,109.7,points
Mar 2024,Senegal,CPI Transportation,112.2,112.1,points
Feb 2024,Senegal,Export Prices,133.7,132.0,points
Mar 2024,Senegal,Food Inflation,5.0,3.3,percent
Feb 2024,Senegal,Import Prices,132.2,129.9,points
Mar 2024,Senegal,Inflation Rate YoY,3.3,2.3,percent
Mar 2024,Senegal,Inflation Rate MoM,0.2,0.6,percent
Feb 2024,Senegal,Producer Prices,133.3,138.6,points
Feb 2024,Senegal,Producer Prices Change,-0.4,5.0,percent
Mar 2024,Saudi Arabia,Consumer Price Index CPI,110.53,110.64,points
Mar 2024,Saudi Arabia,CPI Housing Utilities,104.01,103.28,points
Mar 2024,Saudi Arabia,CPI Transportation,116.29,117.1,points
Mar 2024,Saudi Arabia,Food Inflation,0.93,1.28,percent
Dec 2021,Saudi Arabia,GDP Deflator,119.5,103.72,points
Mar 2024,Saudi Arabia,Inflation Rate YoY,1.6,1.8,percent
Mar 2024,Saudi Arabia,Inflation Rate MoM,-0.1,0.2,percent
Mar 2024,Saudi Arabia,Producer Prices,154.8,154.3,points
Mar 2024,Saudi Arabia,Wholesale Prices YoY,3.8,3.1,percent
Feb 2024,Sao Tome and Principe,Consumer Price Index CPI,240.8,237.2,points
Feb 2024,Sao Tome and Principe,Inflation Rate YoY,18.5,17.0,percent
Feb 2024,Sao Tome and Principe,Inflation Rate MoM,1.5,0.9,percent
Mar 2024,Rwanda,Core Inflation Rate,7.5,8.1,percent
Mar 2024,Rwanda,CPI Housing Utilities,149.9,151.21,points
Mar 2024,Rwanda,CPI Transportation,156.92,146.61,points
Mar 2024,Rwanda,Food Inflation,-4.1,0.8,percent
Dec 2023,Rwanda,GDP Deflator,149.0,146.0,points
Mar 2024,Rwanda,Inflation Rate YoY,0.6,3.2,percent
Mar 2024,Rwanda,Inflation Rate MoM,0.7,2.7,percent
Mar 2024,Russia,Consumer Price Index CPI,254.0,253.0,points
Mar 2024,Russia,Core Consumer Prices,100.6,100.5,points
Mar 2024,Russia,Core Inflation Rate,7.8,7.59,percent
Mar 2024,Russia,Food Inflation,8.12,8.08,percent
Sep 2023,Russia,GDP Deflator,125.06,120.23,points
Mar 2024,Russia,Inflation Rate YoY,7.7,7.7,percent
Mar 2024,Russia,Inflation Rate MoM,0.4,0.7,percent
Mar 2024,Russia,PPI MoM,2.4,0.9,percent
Feb 2024,Russia,Producer Prices,294.2,291.5,points
Mar 2024,Russia,PPI YoY,19.1,19.5,percent
Mar 2024,Romania,Food Inflation,2.81,4.48,percent
Mar 2024,Romania,Consumer Price Index CPI,248.04,247.0,points
Mar 2024,Romania,CPI Transportation,100.08,100.17,points
Mar 2024,Romania,Inflation Rate YoY,6.61,7.23,percent
Mar 2024,Romania,Inflation Rate MoM,0.42,0.81,percent
Feb 2024,Romania,Producer Prices,147.5,148.6,points
Feb 2024,Romania,PPI YoY,-6.3,-5.95,percent
Dec 2023,Republic of the Congo,Consumer Price Index CPI,113.4,112.8,points
Dec 2023,Republic of the Congo,Food Inflation,4.8,4.2,percent
Dec 2023,Republic of the Congo,Inflation Rate,5.6,5.0,percent
Dec 2023,Republic of the Congo,Inflation Rate MoM,0.6,0.6,percent
Mar 2024,Qatar,Consumer Price Index CPI,106.67,108.18,points
Mar 2024,Qatar,CPI Housing Utilities,95.91,95.91,points
Mar 2024,Qatar,CPI Transportation,111.35,111.09,points
Mar 2024,Qatar,Food Inflation,2.73,6.56,percent
Mar 2024,Qatar,Inflation Rate YoY,0.98,2.7,percent
Mar 2024,Qatar,Inflation Rate MoM,-1.4,-0.34,percent
Feb 2024,Qatar,Producer Prices,114.39,113.22,points
Feb 2024,Qatar,Producer Prices Change,-8.6,-12.63,percent
Feb 2024,Puerto Rico,Consumer Price Index CPI,135.19,134.64,points
Feb 2024,Puerto Rico,CPI Housing Utilities,124.05,123.83,points
Feb 2024,Puerto Rico,CPI Transportation,126.64,125.55,points
Feb 2024,Puerto Rico,Food Inflation,2.5,2.2,percent
Feb 2024,Puerto Rico,Inflation Rate,1.9,2.2,percent
Feb 2024,Puerto Rico,Inflation Rate MoM,0.4,0.3,percent
Mar 2024,Portugal,CPI,120.98,118.65,points
Mar 2024,Portugal,Core Consumer Prices,118.89,116.15,points
Mar 2024,Portugal,Core Inflation Rate,2.49,2.11,percent
Mar 2024,Portugal,CPI Housing Utilities,129.64,129.09,points
Mar 2024,Portugal,CPI Transportation,117.07,116.09,points
Mar 2024,Portugal,Food Inflation,0.02,0.8,percent
Dec 2023,Portugal,GDP Deflator,5.0,7.4,percent
Mar 2024,Portugal,Harmonised Consumer Prices,121.29,118.54,points
Mar 2024,Portugal,Inflation Rate YoY Prel,2.29,2.07,percent
Mar 2024,Portugal,Inflation Rate MoM Prel,2.0,0.0,percent
Mar 2024,Portugal,Producer Prices,118.47,118.52,points
Mar 2024,Portugal,PPI YoY,-1.4,-2.5,percent
Mar 2024,Poland,Consumer Price Index CPI,251.8,251.3,points
Mar 2024,Poland,Core Consumer Prices,148.04,147.43,points
Jan 2024,Poland,Export Prices,86.6,86.3,points
Mar 2024,Poland,Food Inflation,0.3,2.7,percent
Jan 2024,Poland,Import Prices,85.0,89.5,points
Mar 2024,Poland,Inflation Rate YoY,2.0,2.8,percent
Mar 2024,Poland,Inflation Rate MoM,0.2,0.3,percent
Feb 2024,Poland,Producer Prices,133.9,133.8,points
Mar 2024,Poland,PPI YoY,-9.6,-10.0,percent
Mar 2024,Philippines,Food Inflation,5.6,4.6,percent
Mar 2024,Philippines,Consumer Price Index CPI,125.6,125.5,points
Mar 2024,Philippines,Core Consumer Prices,124.8,124.5,points
Mar 2024,Philippines,Core Inflation Rate YoY,3.4,3.6,percent
Mar 2024,Philippines,CPI Housing Utilities,119.8,119.8,points
Mar 2024,Philippines,CPI Transportation,130.9,130.6,points
Dec 2023,Philippines,Export Prices,119.28,110.6,points
Dec 2023,Philippines,GDP Deflator,119.79,113.8,points
Dec 2023,Philippines,Import Prices,120.86,129.78,points
Mar 2024,Philippines,Inflation Rate YoY,3.7,3.4,percent
Mar 2024,Philippines,Inflation Rate MoM,0.1,0.6,percent
Feb 2024,Philippines,Producer Prices,97.27,97.5,points
Feb 2024,Philippines,PPI YoY,-1.2,-1.1,percent
Feb 2024,Philippines,Retail Price Index YoY,2.1,2.5,percent
Mar 2024,Peru,Consumer Price Index CPI,113.75,112.62,points
Mar 2024,Peru,Core Consumer Prices,112.65,111.78,points
Mar 2024,Peru,Core Inflation Rate,4.01,4.24,percent
Mar 2024,Peru,CPI Housing Utilities,104.2,103.96,points
Mar 2024,Peru,CPI Transportation,114.14,113.55,points
Mar 2024,Peru,Inflation Rate YoY,3.05,3.3,percent
Mar 2024,Peru,Inflation Rate MoM,1.01,0.56,percent
Mar 2024,Peru,Producer Prices,131.76,132.31,points
Mar 2024,Paraguay,Consumer Price Index CPI,132.4,131.0,points
Mar 2024,Paraguay,Core Consumer Prices,131.5,131.0,points
Mar 2024,Paraguay,Core Inflation Rate,4.5,4.6,percent
Mar 2024,Paraguay,CPI Housing Utilities,115.7,115.5,points
Mar 2024,Paraguay,CPI Transportation,147.0,144.0,points
Mar 2024,Paraguay,Food Inflation,8.5,7.4,percent
Dec 2023,Paraguay,GDP Deflator,139.47,139.32,points
Mar 2024,Paraguay,Inflation Rate YoY,3.6,2.9,percent
Mar 2024,Paraguay,Inflation Rate MoM,1.1,0.0,percent
Mar 2024,Paraguay,Producer Prices,159.0,158.2,points
Mar 2024,Paraguay,PPI YoY,-2.99,-3.06,percent
Sep 2023,Papua New Guinea,Consumer Price Index CPI,171.6,168.5,points
Sep 2023,Papua New Guinea,Food Inflation,6.4,7.4,percent
Sep 2023,Papua New Guinea,Inflation Rate,2.22,1.41,percent
Mar 2024,Panama,Consumer Price Index CPI,111.0,110.57,points
Mar 2024,Panama,CPI Housing Utilities,108.1,108.0,points
Mar 2024,Panama,CPI Transportation,115.8,113.59,points
Mar 2024,Panama,Food Inflation,0.9,1.16,percent
Mar 2024,Panama,Inflation Rate YoY,1.7,1.53,percent
Mar 2024,Panama,Inflation Rate MoM,0.3,0.34,percent
Mar 2024,Palestine,Consumer Price Index CPI,150.25,137.69,points
Mar 2024,Palestine,CPI Transportation,155.49,149.97,points
Mar 2024,Palestine,Food Inflation,51.4,43.56,percent
Mar 2024,Palestine,Inflation Rate YoY,37.0,27.2,percent
Feb 2024,Palestine,Producer Prices,139.41,134.09,points
Feb 2024,Palestine,PPI YoY,28.5,26.7,percent
Mar 2024,Pakistan,Consumer Price Index CPI,264.46,260.01,points
Mar 2024,Pakistan,CPI Housing Utilities,244.24,240.63,points
Mar 2024,Pakistan,CPI Transportation,311.46,311.93,points
Mar 2024,Pakistan,Food Inflation,17.23,18.14,percent
Mar 2024,Pakistan,Inflation Rate YoY,20.7,23.06,percent
Mar 2024,Pakistan,Inflation Rate MoM,1.7,0.0,percent
Mar 2024,Pakistan,Producer Prices,317.95,314.02,points
Mar 2024,Pakistan,Wholesale Prices YoY,14.78,18.66,percent
Feb 2024,Oman,CPI Transportation,100.7,100.7,points
Mar 2024,Oman,Food Inflation,3.4,1.1,percent
Mar 2024,Oman,Inflation Rate YoY,0.2,0.0,percent
Mar 2024,Oman,Inflation Rate MoM,0.1,-0.3,percent
Mar 2024,Norway,Food Inflation,6.1,6.3,percent
Mar 2024,Norway,CPI,132.6,132.3,points
Mar 2024,Norway,Core Consumer Prices,128.4,128.2,points
Mar 2024,Norway,Core Inflation Rate YoY,4.5,4.9,percent
